path,slide_mpp,magnification
./data/MIDOG/images/274.tiff,0.25,40
./data/MIDOG/images/275.tiff,0.25,40
./data/MIDOG/images/276.tiff,0.25,40
./data/MIDOG/images/277.tiff,0.25,40
./data/MIDOG/images/278.tiff,0.25,40
./data/MIDOG/images/279.tiff,0.25,40
./data/MIDOG/images/280.tiff,0.25,40
./data/MIDOG/images/281.tiff,0.25,40
./data/MIDOG/images/282.tiff,0.25,40
./data/MIDOG/images/283.tiff,0.25,40
./data/MIDOG/images/284.tiff,0.25,40
./data/MIDOG/images/285.tiff,0.25,40
./data/MIDOG/images/286.tiff,0.25,40
./data/MIDOG/images/287.tiff,0.25,40
./data/MIDOG/images/288.tiff,0.25,40
./data/MIDOG/images/289.tiff,0.25,40
./data/MIDOG/images/290.tiff,0.25,40
./data/MIDOG/images/291.tiff,0.25,40
./data/MIDOG/images/292.tiff,0.25,40
./data/MIDOG/images/293.tiff,0.25,40
./data/MIDOG/images/294.tiff,0.25,40
./data/MIDOG/images/295.tiff,0.25,40
./data/MIDOG/images/296.tiff,0.25,40
./data/MIDOG/images/297.tiff,0.25,40
./data/MIDOG/images/298.tiff,0.25,40
./data/MIDOG/images/299.tiff,0.25,40
./data/MIDOG/images/300.tiff,0.25,40
./data/MIDOG/images/301.tiff,0.25,40
./data/MIDOG/images/302.tiff,0.25,40
./data/MIDOG/images/303.tiff,0.25,40
./data/MIDOG/images/304.tiff,0.25,40
./data/MIDOG/images/305.tiff,0.25,40
./data/MIDOG/images/306.tiff,0.25,40
./data/MIDOG/images/307.tiff,0.25,40
./data/MIDOG/images/308.tiff,0.25,40
./data/MIDOG/images/309.tiff,0.25,40
./data/MIDOG/images/310.tiff,0.25,40
./data/MIDOG/images/311.tiff,0.25,40
./data/MIDOG/images/312.tiff,0.25,40
./data/MIDOG/images/313.tiff,0.25,40
./data/MIDOG/images/314.tiff,0.25,40
./data/MIDOG/images/315.tiff,0.25,40
./data/MIDOG/images/316.tiff,0.25,40
./data/MIDOG/images/317.tiff,0.25,40
./data/MIDOG/images/318.tiff,0.25,40
./data/MIDOG/images/319.tiff,0.25,40
./data/MIDOG/images/320.tiff,0.25,40
./data/MIDOG/images/321.tiff,0.25,40
./data/MIDOG/images/322.tiff,0.25,40
./data/MIDOG/images/323.tiff,0.25,40
./data/MIDOG/images/324.tiff,0.25,40
./data/MIDOG/images/325.tiff,0.25,40
./data/MIDOG/images/326.tiff,0.25,40
./data/MIDOG/images/327.tiff,0.25,40
./data/MIDOG/images/328.tiff,0.25,40
./data/MIDOG/images/329.tiff,0.25,40
./data/MIDOG/images/330.tiff,0.25,40
./data/MIDOG/images/331.tiff,0.25,40
./data/MIDOG/images/332.tiff,0.25,40
./data/MIDOG/images/333.tiff,0.25,40
./data/MIDOG/images/334.tiff,0.25,40
./data/MIDOG/images/335.tiff,0.25,40
./data/MIDOG/images/336.tiff,0.25,40
./data/MIDOG/images/337.tiff,0.25,40
./data/MIDOG/images/338.tiff,0.25,40
./data/MIDOG/images/339.tiff,0.25,40
./data/MIDOG/images/340.tiff,0.25,40
./data/MIDOG/images/341.tiff,0.25,40
./data/MIDOG/images/342.tiff,0.25,40
./data/MIDOG/images/343.tiff,0.25,40
./data/MIDOG/images/344.tiff,0.25,40
./data/MIDOG/images/345.tiff,0.25,40
./data/MIDOG/images/346.tiff,0.25,40
./data/MIDOG/images/347.tiff,0.25,40
./data/MIDOG/images/348.tiff,0.25,40
./data/MIDOG/images/349.tiff,0.25,40
./data/MIDOG/images/350.tiff,0.25,40
./data/MIDOG/images/351.tiff,0.25,40
./data/MIDOG/images/352.tiff,0.25,40
./data/MIDOG/images/353.tiff,0.25,40
./data/MIDOG/images/354.tiff,0.25,40
./data/MIDOG/images/355.tiff,0.25,40
./data/MIDOG/images/356.tiff,0.25,40
./data/MIDOG/images/357.tiff,0.25,40
./data/MIDOG/images/358.tiff,0.25,40
./data/MIDOG/images/359.tiff,0.25,40
./data/MIDOG/images/360.tiff,0.25,40
./data/MIDOG/images/361.tiff,0.25,40
./data/MIDOG/images/362.tiff,0.25,40
./data/MIDOG/images/363.tiff,0.25,40
./data/MIDOG/images/364.tiff,0.25,40
./data/MIDOG/images/365.tiff,0.25,40
./data/MIDOG/images/366.tiff,0.25,40
./data/MIDOG/images/367.tiff,0.25,40
./data/MIDOG/images/368.tiff,0.25,40
./data/MIDOG/images/369.tiff,0.25,40
./data/MIDOG/images/370.tiff,0.25,40
./data/MIDOG/images/371.tiff,0.25,40
./data/MIDOG/images/372.tiff,0.25,40
./data/MIDOG/images/373.tiff,0.25,40
./data/MIDOG/images/374.tiff,0.25,40
./data/MIDOG/images/375.tiff,0.25,40
./data/MIDOG/images/376.tiff,0.25,40
./data/MIDOG/images/377.tiff,0.25,40
./data/MIDOG/images/378.tiff,0.25,40
./data/MIDOG/images/379.tiff,0.25,40
./data/MIDOG/images/380.tiff,0.25,40
./data/MIDOG/images/381.tiff,0.25,40
./data/MIDOG/images/382.tiff,0.25,40
./data/MIDOG/images/383.tiff,0.25,40
./data/MIDOG/images/384.tiff,0.25,40
./data/MIDOG/images/385.tiff,0.25,40
./data/MIDOG/images/386.tiff,0.25,40
./data/MIDOG/images/387.tiff,0.25,40
./data/MIDOG/images/388.tiff,0.25,40
./data/MIDOG/images/389.tiff,0.25,40
./data/MIDOG/images/390.tiff,0.25,40
./data/MIDOG/images/391.tiff,0.25,40
./data/MIDOG/images/392.tiff,0.25,40
./data/MIDOG/images/393.tiff,0.25,40
./data/MIDOG/images/394.tiff,0.25,40
./data/MIDOG/images/395.tiff,0.25,40
./data/MIDOG/images/396.tiff,0.25,40
./data/MIDOG/images/397.tiff,0.25,40
./data/MIDOG/images/398.tiff,0.25,40
./data/MIDOG/images/399.tiff,0.25,40
./data/MIDOG/images/400.tiff,0.25,40
./data/MIDOG/images/401.tiff,0.25,40
./data/MIDOG/images/402.tiff,0.25,40
./data/MIDOG/images/403.tiff,0.25,40
./data/MIDOG/images/404.tiff,0.25,40
./data/MIDOG/images/405.tiff,0.25,40
./data/MIDOG/images/406.tiff,0.25,40
./data/MIDOG/images/407.tiff,0.25,40
./data/MIDOG/images/408.tiff,0.25,40
./data/MIDOG/images/409.tiff,0.25,40
./data/MIDOG/images/410.tiff,0.25,40
./data/MIDOG/images/411.tiff,0.25,40
./data/MIDOG/images/412.tiff,0.25,40
./data/MIDOG/images/413.tiff,0.25,40
./data/MIDOG/images/414.tiff,0.25,40
./data/MIDOG/images/415.tiff,0.25,40
./data/MIDOG/images/416.tiff,0.25,40
./data/MIDOG/images/417.tiff,0.25,40
./data/MIDOG/images/418.tiff,0.25,40
./data/MIDOG/images/419.tiff,0.25,40
./data/MIDOG/images/420.tiff,0.25,40
./data/MIDOG/images/421.tiff,0.25,40
./data/MIDOG/images/422.tiff,0.25,40
./data/MIDOG/images/423.tiff,0.25,40
./data/MIDOG/images/424.tiff,0.25,40
./data/MIDOG/images/425.tiff,0.25,40
./data/MIDOG/images/426.tiff,0.25,40
./data/MIDOG/images/427.tiff,0.25,40
./data/MIDOG/images/428.tiff,0.25,40
./data/MIDOG/images/429.tiff,0.25,40
./data/MIDOG/images/430.tiff,0.25,40
./data/MIDOG/images/431.tiff,0.25,40
./data/MIDOG/images/432.tiff,0.25,40
./data/MIDOG/images/433.tiff,0.25,40
./data/MIDOG/images/434.tiff,0.25,40
./data/MIDOG/images/435.tiff,0.25,40
./data/MIDOG/images/436.tiff,0.25,40
./data/MIDOG/images/437.tiff,0.25,40
./data/MIDOG/images/438.tiff,0.25,40
./data/MIDOG/images/439.tiff,0.25,40
./data/MIDOG/images/440.tiff,0.25,40
./data/MIDOG/images/441.tiff,0.25,40
./data/MIDOG/images/442.tiff,0.25,40
./data/MIDOG/images/443.tiff,0.25,40
./data/MIDOG/images/444.tiff,0.25,40
./data/MIDOG/images/445.tiff,0.25,40
./data/MIDOG/images/446.tiff,0.25,40
./data/MIDOG/images/447.tiff,0.25,40
./data/MIDOG/images/448.tiff,0.25,40
./data/MIDOG/images/449.tiff,0.25,40
./data/MIDOG/images/450.tiff,0.25,40
./data/MIDOG/images/451.tiff,0.25,40
./data/MIDOG/images/452.tiff,0.25,40
./data/MIDOG/images/453.tiff,0.25,40
./data/MIDOG/images/454.tiff,0.25,40
./data/MIDOG/images/455.tiff,0.25,40
./data/MIDOG/images/456.tiff,0.25,40
./data/MIDOG/images/457.tiff,0.25,40
./data/MIDOG/images/458.tiff,0.25,40
./data/MIDOG/images/459.tiff,0.25,40
./data/MIDOG/images/460.tiff,0.25,40
./data/MIDOG/images/461.tiff,0.25,40
./data/MIDOG/images/462.tiff,0.25,40
./data/MIDOG/images/463.tiff,0.25,40
./data/MIDOG/images/464.tiff,0.25,40
./data/MIDOG/images/465.tiff,0.25,40
./data/MIDOG/images/466.tiff,0.25,40
./data/MIDOG/images/467.tiff,0.25,40
./data/MIDOG/images/468.tiff,0.25,40
./data/MIDOG/images/469.tiff,0.25,40
./data/MIDOG/images/470.tiff,0.25,40
./data/MIDOG/images/471.tiff,0.25,40
./data/MIDOG/images/472.tiff,0.25,40
./data/MIDOG/images/473.tiff,0.25,40
./data/MIDOG/images/474.tiff,0.25,40
./data/MIDOG/images/475.tiff,0.25,40
./data/MIDOG/images/476.tiff,0.25,40
./data/MIDOG/images/477.tiff,0.25,40
./data/MIDOG/images/478.tiff,0.25,40
./data/MIDOG/images/479.tiff,0.25,40
./data/MIDOG/images/480.tiff,0.25,40
./data/MIDOG/images/481.tiff,0.25,40
./data/MIDOG/images/482.tiff,0.25,40
./data/MIDOG/images/483.tiff,0.25,40
./data/MIDOG/images/484.tiff,0.25,40
./data/MIDOG/images/485.tiff,0.25,40
./data/MIDOG/images/486.tiff,0.25,40
./data/MIDOG/images/487.tiff,0.25,40
./data/MIDOG/images/488.tiff,0.25,40
./data/MIDOG/images/489.tiff,0.25,40
./data/MIDOG/images/490.tiff,0.25,40
./data/MIDOG/images/491.tiff,0.25,40
./data/MIDOG/images/492.tiff,0.25,40
./data/MIDOG/images/493.tiff,0.25,40
./data/MIDOG/images/494.tiff,0.25,40
./data/MIDOG/images/495.tiff,0.25,40
./data/MIDOG/images/496.tiff,0.25,40
./data/MIDOG/images/497.tiff,0.25,40
./data/MIDOG/images/498.tiff,0.25,40
./data/MIDOG/images/499.tiff,0.25,40
./data/MIDOG/images/500.tiff,0.25,40
./data/MIDOG/images/501.tiff,0.25,40
./data/MIDOG/images/502.tiff,0.25,40
./data/MIDOG/images/503.tiff,0.25,40
./data/MIDOG/images/504.tiff,0.25,40
./data/MIDOG/images/505.tiff,0.25,40
./data/MIDOG/images/506.tiff,0.25,40
./data/MIDOG/images/507.tiff,0.25,40
./data/MIDOG/images/508.tiff,0.25,40
./data/MIDOG/images/509.tiff,0.25,40
./data/MIDOG/images/510.tiff,0.25,40
./data/MIDOG/images/511.tiff,0.25,40
./data/MIDOG/images/512.tiff,0.25,40
./data/MIDOG/images/513.tiff,0.25,40
./data/MIDOG/images/514.tiff,0.25,40
./data/MIDOG/images/515.tiff,0.25,40
./data/MIDOG/images/516.tiff,0.25,40
./data/MIDOG/images/517.tiff,0.25,40
./data/MIDOG/images/518.tiff,0.25,40
./data/MIDOG/images/519.tiff,0.25,40
./data/MIDOG/images/520.tiff,0.25,40
./data/MIDOG/images/521.tiff,0.25,40
./data/MIDOG/images/522.tiff,0.25,40
./data/MIDOG/images/523.tiff,0.25,40
./data/MIDOG/images/524.tiff,0.25,40
./data/MIDOG/images/525.tiff,0.25,40
./data/MIDOG/images/526.tiff,0.25,40
./data/MIDOG/images/527.tiff,0.25,40
./data/MIDOG/images/528.tiff,0.25,40
./data/MIDOG/images/529.tiff,0.25,40
./data/MIDOG/images/530.tiff,0.25,40
./data/MIDOG/images/531.tiff,0.25,40
./data/MIDOG/images/532.tiff,0.25,40
./data/MIDOG/images/533.tiff,0.25,40
./data/MIDOG/images/534.tiff,0.25,40
./data/MIDOG/images/535.tiff,0.25,40
./data/MIDOG/images/536.tiff,0.25,40
./data/MIDOG/images/537.tiff,0.25,40
./data/MIDOG/images/538.tiff,0.25,40
./data/MIDOG/images/539.tiff,0.25,40
./data/MIDOG/images/540.tiff,0.25,40
./data/MIDOG/images/541.tiff,0.25,40
./data/MIDOG/images/542.tiff,0.25,40
./data/MIDOG/images/543.tiff,0.25,40
./data/MIDOG/images/544.tiff,0.25,40
./data/MIDOG/images/545.tiff,0.25,40
./data/MIDOG/images/546.tiff,0.25,40
./data/MIDOG/images/547.tiff,0.25,40
./data/MIDOG/images/548.tiff,0.25,40
./data/MIDOG/images/549.tiff,0.25,40
./data/MIDOG/images/550.tiff,0.25,40
./data/MIDOG/images/551.tiff,0.25,40
./data/MIDOG/images/552.tiff,0.25,40
./data/MIDOG/images/553.tiff,0.25,40
