path,slide_mpp,magnification
/home/jovyan/cellvit-data/Lizard-CellViT/fold_3/tiff_resized/dpath_20.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_3/tiff_resized/dpath_22.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_3/tiff_resized/dpath_25.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_3/tiff_resized/dpath_29.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_3/tiff_resized/dpath_31.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_3/tiff_resized/dpath_38.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_3/tiff_resized/dpath_39.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_3/tiff_resized/dpath_3.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_3/tiff_resized/dpath_44.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_3/tiff_resized/dpath_47.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_3/tiff_resized/dpath_48.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_3/tiff_resized/dpath_51.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_3/tiff_resized/dpath_54.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_3/tiff_resized/dpath_56.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_3/tiff_resized/dpath_61.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_3/tiff_resized/dpath_62.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_3/tiff_resized/dpath_63.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_3/tiff_resized/dpath_64.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_3/tiff_resized/dpath_8.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_3/tiff_resized/glas_16.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_3/tiff_resized/glas_21.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_3/tiff_resized/glas_24.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_3/tiff_resized/glas_34.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_3/tiff_resized/glas_37.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_3/tiff_resized/glas_46.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_3/tiff_resized/glas_47.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_3/tiff_resized/glas_51.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_3/tiff_resized/glas_56.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_3/tiff_resized/glas_58.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_3/tiff_resized/glas_59.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_3/tiff_resized/glas_5.tiff,0.25,40
