path,slide_mpp,magnification
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/dpath_6.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/dpath_9.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/glas_10.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/glas_15.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/glas_18.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/glas_19.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/glas_25.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/glas_26.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/glas_28.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/glas_32.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/glas_33.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/glas_36.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/glas_3.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/glas_41.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/glas_42.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/glas_50.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/glas_52.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/glas_53.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/glas_57.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/glas_60.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/glas_8.tiff,0.25,40
/home/jovyan/cellvit-data/Lizard-CellViT/fold_2/tiff_resized/glas_9.tiff,0.25,40
